57591.7 57568.1 57589.7 57566.2 57553.4 57583.8 57610.3 57623.0 57620.1 57591.7 57542.7 57471.1 57378.0 57270.2 57181.0 57101.7 57042.9 56991.9 56957.6 56927.2 56944.9 56963.5 56945.8 56921.3 56859.6 56805.7 56777.3 56760.6 56765.5 56755.7 56724.4 56655.8 56552.9 56453.9 56355.9 56314.7 56297.1 56266.7 56232.4 56202.0
57620.1 57609.3 57619.1 57608.3 57606.4 57642.6 57671.0 57680.8 57678.9 57657.3 57614.2 57546.6 57452.5 57338.8 57235.9 57138.9 57069.3 57008.6 56955.6 56904.7 56878.2 56851.8 56802.8 56754.7 56717.5 56691.0 56700.8 56717.5 56747.9 56744.9 56696.9 56602.8 56467.6 56335.3 56204.0 56142.2 56108.9 56090.3 56074.6 56043.3
57648.5 57649.5 57648.5 57650.5 57659.3 57699.5 57730.8 57738.7 57736.7 57721.0 57682.8 57619.1 57524.0 57405.5 57288.8 57174.2 57093.8 57023.3 56953.7 56884.1 56815.5 56746.9 56669.5 56600.9 56585.2 56585.2 56630.3 56679.3 56734.2 56738.1 56673.4 56554.8 56388.2 56222.6 56058.9 55978.6 55931.5 55922.7 55922.7 55891.4
57678.9 57695.5 57680.8 57697.5 57718.1 57755.3 57782.8 57783.7 57778.8 57764.1 57729.8 57673.0 57577.0 57451.5 57322.2 57190.8 57101.7 57024.2 56948.8 56873.3 56794.9 56716.5 56631.3 56557.8 56546.0 56553.8 56623.4 56689.1 56750.8 56756.7 56688.1 56552.9 56355.9 56168.7 55989.4 55900.2 55848.2 55838.4 55840.4 55801.2
57709.3 57738.7 57712.2 57741.6 57773.0 57807.3 57830.8 57824.9 57816.1 57802.4 57772.0 57720.0 57625.0 57494.6 57354.5 57208.5 57108.5 57022.3 56940.0 56857.6 56774.3 56691.0 56607.7 56533.3 56521.5 56529.3 56606.8 56679.3 56742.0 56750.8 56686.1 56541.1 56322.6 56118.7 55924.7 55832.6 55782.6 55767.9 55761.0 55707.1
57734.7 57773.0 57738.7 57776.9 57813.1 57842.5 57860.2 57846.5 57833.7 57821.0 57790.6 57740.6 57649.5 57528.0 57382.9 57226.1 57110.5 57006.6 56911.5 56817.5 56753.8 56693.0 56641.1 56592.1 56554.8 56532.3 56553.8 56582.3 56623.4 56636.2 56610.7 56491.1 56286.3 56083.4 55882.5 55813.0 55796.3 55750.2 55696.3 55598.3
57756.3 57798.4 57760.2 57803.3 57841.6 57861.2 57870.0 57849.4 57829.8 57814.1 57782.8 57732.8 57651.4 57544.6 57402.5 57242.8 57113.4 56994.8 56888.0 56782.2 56736.1 56693.0 56657.7 56618.5 56555.8 56499.0 56464.7 56448.0 56465.6 56485.2 56506.8 56423.5 56242.2 56048.2 55846.3 55793.4 55801.2 55732.6 55646.4 55516.0
57766.1 57805.3 57770.0 57809.2 57840.6 57841.6 57833.7 57801.4 57772.0 57747.5 57709.3 57657.3 57592.6 57518.2 57397.6 57253.6 57121.3 56990.9 56875.3 56762.6 56726.3 56692.0 56633.2 56567.6 56470.5 56374.5 56283.4 56220.6 56212.8 56246.1 56334.3 56307.9 56176.5 56010.9 55824.7 55774.7 55780.6 55715.0 55633.6 55498.4
57774.9 57808.2 57777.9 57811.2 57833.7 57812.2 57782.8 57728.9 57678.9 57635.8 57583.8 57524.0 57475.0 57432.9 57347.6 57239.8 57114.4 56982.1 56855.7 56731.2 56695.0 56659.7 56559.7 56453.9 56315.7 56180.5 56048.2 55951.1 55927.6 55978.6 56130.5 56171.6 56111.9 55992.3 55836.5 55784.5 55774.7 55708.1 55626.8 55501.3
57779.8 57805.3 57782.8 57807.3 57818.0 57769.0 57707.3 57614.2 57527.0 57449.6 57374.1 57299.6 57261.4 57249.6 57221.2 57185.0 57084.0 56962.5 56824.3 56683.2 56631.3 56577.4 56407.8 56235.3 56048.2 55869.8 55721.8 55614.0 55589.5 55665.0 55877.6 56003.1 56048.2 56004.1 55905.1 55841.4 55792.4 55715.9 55632.6 55539.5
57781.8 57793.5 57782.8 57794.5 57790.6 57714.2 57624.0 57498.6 57382.9 57281.0 57185.9 57096.8 57056.6 57050.7 57065.4 57089.9 57029.1 56940.9 56793.9 56637.1 56550.9 56461.7 56227.5 55992.3 55750.2 55522.9 55344.5 55223.0 55219.1 55337.7 55622.8 55833.5 55977.6 56006.0 55962.9 55897.2 55823.7 55730.6 55632.6 55568.0
57778.8 57773.9 57778.8 57773.0 57749.4 57647.5 57531.9 57382.9 57246.7 57132.0 57022.3 56920.4 56861.6 56834.1 56876.3 56951.7 56946.8 56916.4 56764.5 56591.1 56452.9 56309.8 56016.8 55721.8 55419.0 55133.8 54909.4 54772.2 54814.3 54995.6 55366.1 55665.0 55898.2 55996.2 56008.0 55953.1 55868.8 55752.2 55627.7 55585.6
57768.1 57742.6 57765.1 57739.6 57698.5 57588.7 57466.2 57313.3 57172.2 57051.7 56940.9 56840.0 56770.4 56724.4 56768.5 56857.6 56878.2 56876.3 56715.5 56526.4 56349.0 56164.8 55835.5 55503.3 55155.4 54827.1 54562.5 54410.6 54488.0 54719.3 55158.3 55512.1 55785.5 55916.8 55959.0 55922.7 55856.1 55748.3 55630.7 55587.6
57749.4 57702.4 57745.5 57698.5 57640.7 57535.8 57420.2 57278.1 57144.8 57025.2 56921.3 56832.2 56757.7 56694.0 56722.4 56796.9 56818.4 56824.3 56650.9 56448.0 56239.3 56024.6 55676.7 55323.0 54943.7 54582.1 54282.2 54116.6 54220.5 54491.9 54989.8 55371.0 55646.4 55784.5 55837.5 55829.6 55797.3 55723.8 55640.5 55577.8
57716.1 57663.2 57711.2 57658.3 57597.5 57504.4 57402.5 57280.0 57160.5 57044.8 56944.9 56862.5 56788.1 56719.5 56721.4 56759.6 56729.3 56676.3 56492.1 56286.3 56082.5 55872.7 55535.6 55192.6 54807.5 54443.9 54149.9 53996.0 54125.4 54400.8 54876.1 55234.8 55486.6 55623.8 55688.5 55697.3 55683.6 55642.4 55593.4 55520.9
